"","Date_time","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Year","Season","Month","Mean Temperature"
"376",2015-04-03,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,24,2015,"Spring","April",10.1
"377",2015-04-06,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,2015,"Spring","April",9.9
"378",2015-04-08,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,2015,"Spring","April",10
"379",2015-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2015,"Spring","April",10
"380",2015-04-13,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,19,2015,"Spring","April",10.1
"381",2015-04-15,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2015,"Spring","April",10.3
"382",2015-04-17,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,2015,"Spring","April",10.5
"383",2015-04-20,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,2015,"Spring","April",10.7
"384",2015-04-22,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2015,"Spring","April",10.7
"385",2015-04-24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2015,"Spring","April",10.6
"386",2015-04-27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,2015,"Spring","April",11.3
"387",2015-04-29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2015,"Spring","April",11.3
"388",2015-05-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2015,"Spring","May",11.6
"389",2015-05-04,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,15,2015,"Spring","May",12.1
"390",2015-05-06,1,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,4,11,2015,"Spring","May",11.9
"391",2015-05-08,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,1,6,2015,"Spring","May",12.6
"392",2015-05-11,NA,1,NA,NA,13,1,2,1,NA,NA,NA,NA,NA,6,24,2015,"Spring","May",12.2
"393",2015-05-13,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA,11,2015,"Spring","May",12.1
"394",2015-05-15,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,4,11,2015,"Spring","May",12
"395",2015-05-18,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,4,12,2015,"Spring","May",11.9
"396",2015-05-20,NA,NA,NA,NA,20,1,6,NA,NA,NA,NA,NA,NA,5,32,2015,"Spring","May",11.9
"397",2015-05-22,NA,NA,NA,NA,15,2,2,2,NA,NA,NA,NA,NA,10,31,2015,"Spring","May",12.1
"398",2015-05-24,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2015,"Spring","May",12.4
"399",2015-05-26,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,5,12,2015,"Spring","May",12.4
"400",2015-05-27,NA,NA,NA,NA,14,2,1,NA,NA,NA,NA,NA,NA,3,20,2015,"Spring","May",12.5
"401",2015-05-29,NA,NA,NA,NA,25,5,3,NA,NA,NA,NA,NA,NA,1,34,2015,"Spring","May",13
"402",2015-06-01,NA,NA,NA,NA,40,NA,2,3,NA,NA,NA,NA,NA,3,48,2015,"Spring","June",13.9
"403",2015-06-03,NA,NA,NA,NA,31,NA,1,NA,NA,NA,NA,NA,1,13,46,2015,"Spring","June",13.6
"404",2015-06-05,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,22,35,2015,"Spring","June",13.8
"405",2015-06-08,NA,NA,NA,NA,30,2,1,1,NA,NA,NA,NA,NA,6,40,2015,"Spring","June",13.2
"406",2015-06-10,NA,NA,NA,NA,15,3,1,NA,NA,NA,NA,NA,NA,6,25,2015,"Spring","June",13.2
"407",2015-06-12,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,13,2015,"Spring","June",12.8
"408",2015-06-15,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,7,22,2015,"Spring","June",13
"409",2015-06-17,NA,NA,NA,NA,26,1,NA,NA,NA,NA,NA,NA,1,7,35,2015,"Spring","June",13.1
"410",2015-06-19,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,1,16,2015,"Spring","June",13.3
"411",2015-06-22,NA,NA,NA,NA,39,2,3,NA,NA,NA,NA,1,NA,5,50,2015,"Summer","June",13.7
"412",2015-06-24,NA,NA,NA,NA,18,4,NA,NA,NA,NA,NA,NA,NA,1,23,2015,"Summer","June",14.1
"413",2015-06-26,NA,1,NA,NA,43,3,NA,2,NA,NA,NA,NA,1,10,60,2015,"Summer","June",14.4
"414",2015-06-29,NA,NA,NA,NA,74,8,NA,1,NA,NA,NA,NA,NA,1,84,2015,"Summer","June",14.7
"415",2015-07-01,NA,NA,NA,NA,37,10,NA,1,NA,NA,NA,1,1,2,52,2015,"Summer","July",14.9
"416",2015-07-02,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2,15,2015,"Summer","July",15
"417",2015-07-06,NA,NA,NA,NA,64,6,NA,2,NA,NA,NA,2,3,1,78,2015,"Summer","July",15
"418",2015-07-08,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA,NA,1,4,40,2015,"Summer","July",15.4
"419",2015-07-10,NA,NA,NA,NA,31,3,1,NA,NA,NA,NA,NA,NA,12,47,2015,"Summer","July",14.7
"420",2015-07-13,NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,1,1,27,2015,"Summer","July",13.6
"421",2015-07-15,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,1,2,20,2015,"Summer","July",13.3
"422",2015-07-17,NA,NA,NA,NA,17,4,NA,NA,NA,NA,NA,NA,2,2,25,2015,"Summer","July",12.7
"423",2015-07-20,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2015,"Summer","July",12.6
"424",2015-07-22,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,11,2015,"Summer","July",12.7
"425",2015-07-24,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,3,18,2015,"Summer","July",12.7
"426",2015-07-27,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,8,2015,"Summer","July",12.6
"427",2015-07-31,NA,NA,NA,NA,16,4,NA,NA,NA,1,NA,NA,1,NA,22,2015,"Summer","July",13.3
"428",2015-08-03,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,8,2015,"Summer","August",13.3
"429",2015-08-05,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,2,NA,18,2015,"Summer","August",13.4
"430",2015-08-07,NA,NA,NA,NA,25,4,1,1,NA,NA,NA,NA,1,3,35,2015,"Summer","August",13.3
"431",2015-08-10,NA,NA,NA,NA,19,4,NA,NA,1,NA,NA,NA,1,NA,25,2015,"Summer","August",13.3
"432",2015-08-12,1,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,1,3,16,2015,"Summer","August",13.5
"433",2015-08-14,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,9,2015,"Summer","August",13.4
"434",2015-08-17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,"Summer","August",13.5
"435",2015-08-19,2,NA,NA,NA,25,4,NA,NA,NA,NA,NA,NA,NA,NA,31,2015,"Summer","August",13.6
"436",2015-08-21,1,NA,NA,NA,15,5,NA,NA,4,NA,1,NA,2,NA,28,2015,"Summer","August",13.5
"437",2015-08-24,NA,NA,NA,NA,23,3,NA,NA,2,NA,2,NA,1,NA,31,2015,"Summer","August",13.4
"438",2015-08-26,NA,NA,NA,NA,3,2,NA,NA,4,2,NA,NA,NA,1,12,2015,"Summer","August",13.2
"439",2015-08-28,NA,NA,NA,NA,24,2,NA,NA,2,NA,1,NA,1,NA,30,2015,"Summer","August",13.1
"440",2015-08-31,NA,NA,NA,NA,11,3,NA,NA,3,NA,NA,NA,NA,NA,17,2015,"Summer","August",13
"441",2015-09-02,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,5,2015,"Summer","September",13.2
"442",2015-09-04,NA,NA,NA,NA,9,5,NA,NA,1,NA,1,1,NA,1,18,2015,"Summer","September",13.1
"443",2015-09-09,NA,NA,NA,NA,2,1,NA,NA,2,NA,1,NA,NA,NA,6,2015,"Summer","September",13.3
"444",2015-09-11,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,2015,"Summer","September",13.3
"445",2015-09-14,2,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,6,2015,"Summer","September",13.3
"446",2015-09-16,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,2015,"Summer","September",13.3
"447",2015-09-18,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2015,"Summer","September",13.3
"448",2015-09-21,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,2015,"Summer","September",13.4
"449",2015-09-23,5,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,11,2015,"Fall","September",13.4
"450",2015-09-25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,15,2015,"Fall","September",13.4
"451",2015-09-28,17,NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,7,29,2015,"Fall","September",13.3
"452",2015-09-30,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,4,24,2015,"Fall","September",13.2
"453",2015-10-02,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,20,2015,"Fall","October",13.2
"454",2015-10-03,14,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4,28,2015,"Fall","October",13
"455",2015-10-05,13,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,NA,5,24,2015,"Fall","October",13.1
"456",2015-10-05,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,9,50,2015,"Fall","October",13.1
"457",2015-10-06,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,3,9,2015,"Fall","October",13.1
"458",2015-10-07,6,NA,NA,1,NA,4,NA,NA,NA,NA,NA,2,NA,5,18,2015,"Fall","October",13
"459",2015-10-09,14,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,16,NA,NA,33,2015,"Fall","October",13.1
"460",2015-10-10,21,NA,NA,1,NA,NA,NA,NA,5,NA,NA,1,NA,2,30,2015,"Fall","October",13.1
"461",2015-10-12,24,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,7,34,2015,"Fall","October",13.1
"462",2015-10-12,33,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,NA,16,80,2015,"Fall","October",13.1
"463",2015-10-14,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,26,2015,"Fall","October",13
"464",2015-10-14,33,2,NA,2,NA,NA,NA,NA,NA,NA,NA,19,NA,19,75,2015,"Fall","October",13
"465",2015-10-16,13,2,NA,1,NA,NA,NA,NA,NA,NA,NA,21,NA,9,46,2015,"Fall","October",12.8
"466",2015-10-17,24,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,6,36,2015,"Fall","October",12.8
"467",2015-10-19,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,7,58,2015,"Fall","October",12.7
"468",2015-10-19,75,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,27,NA,14,117,2015,"Fall","October",12.7
"469",2015-10-21,13,1,1,1,NA,NA,NA,NA,NA,NA,NA,16,1,6,39,2015,"Fall","October",12.6
"470",2015-10-21,31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,11,61,2015,"Fall","October",12.6
"471",2015-10-23,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,11,92,2015,"Fall","October",12.5
"472",2015-10-24,82,NA,3,NA,NA,NA,NA,NA,1,NA,NA,45,NA,8,139,2015,"Fall","October",12.5
"473",2015-10-26,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,4,79,2015,"Fall","October",12.4
"474",2015-10-26,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,7,81,2015,"Fall","October",12.4
"475",2015-10-28,18,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,3,29,2015,"Fall","October",12.2
"476",2015-10-28,50,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,48,NA,10,112,2015,"Fall","October",12.2
"477",2015-10-30,37,NA,1,1,NA,NA,NA,NA,NA,NA,NA,24,1,10,74,2015,"Fall","October",12.2
"478",2015-10-31,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,13,73,2015,"Fall","October",12.3
"479",2015-11-02,79,1,1,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,17,154,2015,"Fall","November",11.9
"480",2015-11-02,75,2,NA,1,NA,NA,NA,NA,NA,NA,NA,80,1,3,162,2015,"Fall","November",11.9
"481",2015-11-03,21,NA,2,1,NA,NA,NA,NA,1,NA,NA,22,NA,13,60,2015,"Fall","November",11.8
"482",2015-11-04,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,34,2015,"Fall","November",11.6
"483",2015-11-04,28,2,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,9,85,2015,"Fall","November",11.6
"484",2015-11-06,31,1,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,10,81,2015,"Fall","November",11.6
"485",2015-11-07,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,6,80,2015,"Fall","November",11.7
"486",2015-11-09,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,11,124,2015,"Fall","November",11.7
"487",2015-11-09,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,68,NA,21,125,2015,"Fall","November",11.7
"488",2015-11-10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,2015,"Fall","November",11.6
"489",2015-11-11,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,7,57,2015,"Fall","November",11.5
"490",2015-11-13,43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,15,141,2015,"Fall","November",11.4
"491",2015-11-14,62,NA,1,1,NA,NA,NA,NA,NA,NA,NA,93,NA,19,176,2015,"Fall","November",11.4
"492",2015-11-15,28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,NA,7,47,2015,"Fall","November",11.2
"493",2015-11-16,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,32,2015,"Fall","November",11
"494",2015-11-16,24,1,NA,1,NA,NA,NA,NA,NA,NA,NA,87,NA,15,128,2015,"Fall","November",11
"495",2015-11-18,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,11,76,2015,"Fall","November",10.8
"496",2015-11-18,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,66,NA,11,96,2015,"Fall","November",10.8
"497",2015-11-20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,13,104,2015,"Fall","November",10.6
"498",2015-11-21,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,5,84,2015,"Fall","November",10.6
"499",2015-11-23,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,2,50,2015,"Fall","November",10.4
"500",2015-11-23,73,1,1,1,NA,NA,NA,NA,NA,NA,NA,117,NA,17,210,2015,"Fall","November",10.4
"501",2015-11-24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,3,55,2015,"Fall","November",10.2
"502",2015-11-25,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,1,59,2015,"Fall","November",10
"503",2015-11-25,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,6,66,2015,"Fall","November",10
"504",2015-11-27,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,1,35,2015,"Fall","November",9.4
"505",2015-11-28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,52,2015,"Fall","November",9.2
"506",2015-11-30,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,7,85,2015,"Fall","November",8.7
"507",2015-12-04,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,3,68,2015,"Fall","December",8.8
"508",2015-12-07,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,4,58,2015,"Fall","December",8.9
"509",2015-12-09,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,22,80,2015,"Fall","December",9.1
"510",2015-12-11,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,22,113,2015,"Fall","December",9
"511",2015-12-14,91,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,38,152,2015,"Fall","December",8.7
"512",2015-12-16,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,12,76,2015,"Fall","December",8.5
"513",2015-12-18,84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,6,107,2015,"Fall","December",8.2
"514",2015-12-21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,26,2015,"Winter","December",8.2
"515",2015-12-24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,7,41,2015,"Winter","December",8
"516",2015-12-28,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,7,49,2015,"Winter","December",7.7
"517",2015-12-30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,33,2015,"Winter","December",7.3
"518",2016-01-04,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,60,2016,"Winter","January",6.8
"519",2016-01-06,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,23,2016,"Winter","January",6.7
"520",2016-01-08,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,12,39,2016,"Winter","January",6.7
"521",2016-01-11,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,5,55,2016,"Winter","January",6.7
"522",2016-01-13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,35,2016,"Winter","January",6.9
"523",2016-01-15,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,15,57,2016,"Winter","January",6.7
"524",2016-01-18,35,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,NA,18,60,2016,"Winter","January",6.9
"525",2016-01-20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,33,2016,"Winter","January",6.9
"526",2016-01-22,88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,47,141,2016,"Winter","January",7.2
"527",2016-01-25,96,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,46,146,2016,"Winter","January",7.3
"528",2016-01-27,62,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,17,85,2016,"Winter","January",7.1
"529",2016-01-29,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11,55,2016,"Winter","January",7.3
"530",2016-02-01,40,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,29,72,2016,"Winter","February",7.2
"531",2016-02-03,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,48,2016,"Winter","February",7.1
"532",2016-02-05,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,44,2016,"Winter","February",6.9
"533",2016-02-08,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,41,2016,"Winter","February",7.3
"534",2016-02-10,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,46,2016,"Winter","February",7.2
"535",2016-02-12,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,45,2016,"Winter","February",7.1
"536",2016-02-15,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,48,2016,"Winter","February",7.5
"537",2016-02-17,68,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,34,106,2016,"Winter","February",8.2
"538",2016-02-19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,27,67,2016,"Winter","February",8.1
"539",2016-02-22,55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,90,2016,"Winter","February",7.7
"540",2016-02-24,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26,2016,"Winter","February",7.6
"541",2016-02-26,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,2016,"Winter","February",7.3
"542",2016-02-29,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,2016,"Winter","February",7.3
"543",2016-03-02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,2016,"Winter","March",7.6
"544",2016-03-04,23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,42,2016,"Winter","March",8
"545",2016-03-07,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,2016,"Winter","March",8.1
"546",2016-03-09,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,2016,"Winter","March",8.1
"547",2016-03-11,40,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,61,2016,"Winter","March",8
"548",2016-03-14,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,2016,"Winter","March",7.8
"549",2016-03-16,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,2016,"Winter","March",8
"550",2016-03-18,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,2016,"Winter","March",7.8
"551",2016-03-21,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,12,2016,"Spring","March",7.9
"552",2016-03-23,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,2016,"Spring","March",8
"553",2016-03-25,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,2016,"Spring","March",8.6
"554",2016-03-28,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,43,2016,"Spring","March",8.4
"555",2016-03-30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2016,"Spring","March",8.9
"556",2016-04-04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2016,"Spring","April",9.7
"557",2016-04-06,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,2016,"Spring","April",10.4
"558",2016-04-08,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,2016,"Spring","April",10.6
"559",2016-04-11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,2016,"Spring","April",11.1
"560",2016-04-13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2016,"Spring","April",11.3
"561",2016-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2016,"Spring","April",11.9
"562",2016-04-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2016,"Spring","April",11.5
"563",2016-04-20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,2016,"Spring","April",11.5
"564",2016-04-25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2016,"Spring","April",12.1
"565",2016-05-02,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2016,"Spring","May",12.3
"566",2016-05-04,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2016,"Spring","May",12.1
"567",2016-05-06,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2016,"Spring","May",12.6
