"","Date_time","Mean Temperature","Year","Season","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Month"
"765",2019-02-18,6.8,2019,"Winter",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,71,"February"
"766",2019-02-20,6.9,2019,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26,"February"
"767",2019-02-22,6.7,2019,"Winter",19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,34,"February"
"768",2019-02-28,6.1,2019,"Winter",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,49,"February"
"769",2019-03-02,5.9,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,35,"March"
"770",2019-03-04,6,2019,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,"March"
"771",2019-03-04,6,2019,"Winter",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,33,"March"
"772",2019-03-06,6,2019,"Winter",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"March"
"773",2019-03-06,6,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,"March"
"774",2019-03-08,6.1,2019,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,"March"
"775",2019-03-09,6.2,2019,"Winter",9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,56,"March"
"776",2019-03-11,6.5,2019,"Winter",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,"March"
"777",2019-03-11,6.5,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,26,"March"
"778",2019-03-13,6.6,2019,"Winter",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,"March"
"779",2019-03-14,6.5,2019,"Winter",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,40,"March"
"780",2019-03-16,6.9,2019,"Winter",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,"March"
"781",2019-03-18,7.2,2019,"Winter",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"March"
"782",2019-03-18,7.2,2019,"Winter",29,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,82,"March"
"783",2019-03-20,7.1,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"March"
"784",2019-03-21,7.3,2019,"Spring",22,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,67,"March"
"785",2019-03-23,7.7,2019,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26,"March"
"786",2019-03-25,8,2019,"Spring",21,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,85,"March"
"787",2019-03-27,8,2019,"Spring",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,40,"March"
"788",2019-03-29,8.3,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,"March"
"789",2019-03-30,8.3,2019,"Spring",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,42,"March"
"790",2019-04-01,8.5,2019,"Spring",6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,41,"April"
"791",2019-04-03,8.7,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,"April"
"792",2019-04-05,9,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,"April"
"793",2019-04-08,9.3,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,"April"
"794",2019-04-10,8.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"795",2019-04-12,8.4,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"April"
"796",2019-04-15,8.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,"April"
"797",2019-04-19,9.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,"April"
"798",2019-04-22,9.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"799",2019-04-26,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"800",2019-04-29,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"801",2019-05-03,11.1,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"May"
"802",2019-05-06,11.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"May"
"803",2019-05-10,11.8,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"May"
"804",2019-05-13,12.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"May"
"805",2019-05-15,12.7,2019,"Spring",NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,18,23,"May"
"806",2019-05-17,12.6,2019,"Spring",NA,NA,NA,NA,12,NA,9,2,NA,NA,NA,NA,2,6,31,"May"
"807",2019-05-20,12.3,2019,"Spring",NA,NA,NA,NA,18,1,5,4,NA,NA,NA,NA,NA,3,31,"May"
"808",2019-05-22,12.1,2019,"Spring",NA,NA,NA,NA,25,NA,1,4,NA,NA,NA,NA,1,4,35,"May"
"809",2019-05-24,12,2019,"Spring",NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,8,22,"May"
"810",2019-05-27,12.1,2019,"Spring",NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,1,16,38,"May"
"811",2019-05-29,12.4,2019,"Spring",NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,"May"
"812",2019-05-31,12.3,2019,"Spring",NA,NA,NA,NA,23,1,1,1,NA,NA,NA,NA,NA,10,36,"May"
"813",2019-06-03,11.6,2019,"Spring",NA,NA,NA,NA,28,2,3,1,NA,NA,NA,NA,1,6,41,"June"
"814",2019-06-06,12.6,2019,"Spring",NA,NA,NA,NA,25,NA,1,2,NA,NA,NA,NA,1,3,32,"June"
"815",2019-06-07,12.8,2019,"Spring",NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,6,14,"June"
"816",2019-06-10,13.4,2019,"Spring",NA,NA,NA,NA,39,NA,1,1,NA,NA,NA,NA,2,8,51,"June"
"817",2019-06-12,13.2,2019,"Spring",NA,NA,NA,NA,18,1,1,NA,NA,NA,NA,NA,1,3,24,"June"
"818",2019-06-14,13.4,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,12,29,"June"
"819",2019-06-17,13.9,2019,"Spring",NA,NA,NA,NA,22,NA,1,NA,NA,NA,NA,NA,1,7,31,"June"
"820",2019-06-19,14,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,1,5,23,"June"
"821",2019-06-21,14.2,2019,"Summer",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,18,"June"
"822",2019-06-25,14.2,2019,"Summer",NA,NA,NA,NA,23,2,NA,NA,NA,NA,NA,NA,2,16,43,"June"
"823",2019-06-28,13.7,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,1,10,26,"June"
"824",2019-07-02,13.5,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,3,7,25,"July"
"825",2019-07-05,13.1,2019,"Summer",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,7,16,"July"
"826",2019-07-08,13,2019,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"July"
"827",2019-07-10,13,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"July"
"828",2019-07-12,13.1,2019,"Summer",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,8,12,"July"
"829",2019-07-15,13.1,2019,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,7,11,"July"
"830",2019-07-17,13.2,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8,9,"July"
"831",2019-07-19,13.3,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"July"
"832",2019-07-22,13.3,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,"July"
"833",2019-07-24,13.2,2019,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"July"
"834",2019-07-26,13.4,2019,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,2,6,"July"
"835",2019-07-29,13.5,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,5,"July"
"836",2019-08-01,13.5,2019,"Summer",NA,NA,NA,NA,5,1,NA,NA,NA,2,NA,NA,1,1,10,"August"
"837",2019-08-02,13.5,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,4,"August"
"838",2019-08-05,12.1,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,"August"
"839",2019-08-07,13,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,5,"August"
"840",2019-08-09,13.8,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,5,"August"
"841",2019-08-12,13.9,2019,"Summer",NA,1,NA,NA,9,2,NA,NA,1,16,NA,NA,NA,8,37,"August"
"842",2019-08-14,13.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"August"
"843",2019-08-16,13.7,2019,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,6,"August"
"844",2019-08-21,13.5,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,"August"
"845",2019-08-23,13.7,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"August"
"846",2019-08-26,13.7,2019,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,NA,1,5,19,"August"
"847",2019-08-28,13.7,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,7,9,"August"
"848",2019-08-30,13.8,2019,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4,"August"
"849",2019-09-04,12.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,"September"
"850",2019-09-06,12.9,2019,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,"September"
"851",2019-09-09,12.9,2019,"Summer",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,"September"
"852",2019-09-11,12.9,2019,"Summer",NA,NA,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,8,"September"
"853",2019-09-16,12.9,2019,"Summer",NA,NA,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,4,10,"September"
"854",2019-09-19,12.6,2019,"Summer",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"September"
"855",2019-09-23,12.6,2019,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"September"
"856",2019-09-26,12.6,2019,"Fall",2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,5,"September"
"857",2019-09-30,12.3,2019,"Fall",11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,"September"
"858",2019-10-02,12.2,2019,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,6,"October"
"859",2019-10-04,12.2,2019,"Fall",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,"October"
"860",2019-10-07,12.1,2019,"Fall",10,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,17,"October"
"861",2019-10-09,12,2019,"Fall",4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,12,"October"
"862",2019-10-11,11.8,2019,"Fall",8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"October"
"863",2019-10-14,11.6,2019,"Fall",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,"October"
"864",2019-10-16,11.6,2019,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"October"
"865",2019-10-18,11.4,2019,"Fall",7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,"October"
"866",2019-10-21,11.3,2019,"Fall",7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,8,18,"October"
"867",2019-10-24,11.3,2019,"Fall",10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,35,"October"
"868",2019-10-28,10.7,2019,"Fall",14,1,1,2,NA,NA,NA,NA,NA,NA,NA,23,NA,9,50,"October"
"869",2019-10-31,10.1,2019,"Fall",11,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4,26,"October"
"870",2019-11-05,10.1,2019,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,20,"November"
"871",2019-11-07,9.9,2019,"Fall",8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,6,16,"November"
"872",2019-11-11,9.9,2019,"Fall",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,19,"November"
"873",2019-11-15,9.9,2019,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,"November"
"874",2019-11-18,9.9,2019,"Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,7,"November"
"875",2019-11-20,9.8,2019,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,9,"November"
"876",2019-11-22,9.7,2019,"Fall",6,1,1,2,NA,NA,NA,NA,NA,NA,NA,17,NA,9,36,"November"
"877",2019-11-25,9.4,2019,"Fall",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,18,67,"November"
"878",2019-11-29,8.8,2019,"Fall",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,6,72,"November"
"879",2019-12-02,8.4,2019,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,20,87,"December"
"880",2019-12-04,8.3,2019,"Fall",5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,6,NA,2,17,"December"
"881",2019-12-06,8.2,2019,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,5,29,"December"
"882",2019-12-09,8.2,2019,"Fall",26,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,19,67,"December"
"883",2019-12-11,8.1,2019,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,13,33,"December"
"884",2019-12-13,8.3,2019,"Fall",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,23,58,"December"
"885",2019-12-16,8.3,2019,"Fall",54,1,NA,1,NA,NA,NA,NA,NA,NA,NA,17,NA,38,111,"December"
"886",2019-12-18,8.2,2019,"Fall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,26,68,"December"
"887",2019-12-20,8.3,2019,"Fall",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,23,48,"December"
"888",2019-12-23,8.3,2019,"Winter",25,NA,1,6,NA,NA,NA,NA,NA,NA,NA,5,NA,22,59,"December"
"889",2019-12-27,7.9,2019,"Winter",39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,38,83,"December"
"890",2019-12-30,7.6,2019,"Winter",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,30,"December"
"891",2020-01-02,7.7,2020,"Winter",10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,1,13,31,"January"
"892",2020-01-06,7.7,2020,"Winter",52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,51,112,"January"
"893",2020-01-08,7.7,2020,"Winter",31,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,12,49,"January"
"894",2020-01-10,7.5,2020,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,29,"January"
"895",2020-01-13,7.3,2020,"Winter",35,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,63,"January"
"896",2020-01-15,7.1,2020,"Winter",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,17,"January"
"897",2020-01-17,7.1,2020,"Winter",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18,"January"
"898",2020-01-20,7.1,2020,"Winter",11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,22,37,"January"
"899",2020-01-22,7.1,2020,"Winter",19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,32,"January"
"900",2020-01-24,7.4,2020,"Winter",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23,40,"January"
"901",2020-01-27,7.6,2020,"Winter",26,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,77,"January"
"902",2020-01-29,7.5,2020,"Winter",16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,61,"January"
"903",2020-01-31,7.8,2020,"Winter",23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,56,"January"
"904",2020-02-03,7.7,2020,"Winter",21,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,89,"February"
"905",2020-02-05,7.6,2020,"Winter",9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,25,"February"
"906",2020-02-07,7.5,2020,"Winter",11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,27,"February"
"907",2020-02-10,7.6,2020,"Winter",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,28,"February"
"908",2020-02-12,7.5,2020,"Winter",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,"February"
"909",2020-02-14,7.4,2020,"Winter",10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,34,"February"
"910",2020-02-17,7.5,2020,"Winter",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27,"February"
"911",2020-02-19,7.6,2020,"Winter",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,19,26,"February"
"912",2020-02-21,7.4,2020,"Winter",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,27,"February"
"913",2020-02-24,7.2,2020,"Winter",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,"February"
"914",2020-02-26,7.5,2020,"Winter",6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,29,"February"
"915",2020-02-28,7.6,2020,"Winter",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,25,"February"
"916",2020-04-03,9,2020,"Spring",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,42,"April"
"917",2020-04-06,9.1,2020,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,"April"
"918",2020-04-10,9.2,2020,"Spring",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,"April"
"919",2020-04-13,9.6,2020,"Spring",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,26,"April"
"920",2020-04-17,10.1,2020,"Spring",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29,"April"
"921",2020-04-20,10.5,2020,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,"April"
"922",2020-04-24,11.1,2020,"Spring",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,27,"April"
"923",2020-04-27,11.9,2020,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,"April"
"924",2020-05-01,12.1,2020,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,"May"
"925",2020-05-04,12.4,2020,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"May"
"926",2020-05-08,12.2,2020,"Spring",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,10,12,"May"
"927",2020-05-11,11.8,2020,"Spring",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,9,13,"May"
"928",2020-05-13,11.9,2020,"Spring",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"May"
"929",2020-05-15,12.3,2020,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,"May"
"930",2020-05-18,12.4,2020,"Spring",NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,2,2,11,"May"
"931",2020-05-20,12.3,2020,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"May"
"932",2020-05-22,12.3,2020,"Spring",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,11,17,"May"
"933",2020-05-26,12.5,2020,"Spring",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,34,40,"May"
"934",2020-05-27,12.7,2020,"Spring",NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,2,11,16,"May"
"935",2020-05-29,12.7,2020,"Spring",NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,1,10,"May"
"936",2020-06-01,12.8,2020,"Spring",NA,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,1,36,52,"June"
"937",2020-06-03,12.8,2020,"Spring",NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,21,27,"June"
"938",2020-06-05,12.9,2020,"Spring",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,12,24,"June"
"939",2020-06-08,13.2,2020,"Spring",NA,NA,NA,NA,17,2,1,1,NA,NA,NA,NA,3,14,38,"June"
"940",2020-06-10,13.4,2020,"Spring",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,10,"June"
"941",2020-06-12,13.2,2020,"Spring",NA,NA,NA,NA,11,NA,NA,1,NA,NA,NA,NA,NA,8,20,"June"
"942",2020-06-15,12.5,2020,"Spring",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,7,19,"June"
"943",2020-06-17,12.6,2020,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,"June"
"944",2020-06-19,13.1,2020,"Spring",NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,3,16,"June"
"945",2020-06-22,13.6,2020,"Summer",NA,NA,NA,NA,13,NA,1,1,NA,NA,NA,NA,NA,8,23,"June"
"946",2020-06-26,13.9,2020,"Summer",NA,NA,NA,NA,18,1,2,1,NA,NA,NA,NA,NA,8,30,"June"
"947",2020-06-29,14.1,2020,"Summer",NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,8,23,"June"
"948",2020-07-01,14.1,2020,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,8,"July"
"949",2020-07-02,14.3,2020,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"July"
"950",2020-07-06,13.6,2020,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"July"
"951",2020-07-08,13.3,2020,"Summer",NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,1,6,"July"
"952",2020-07-10,12.6,2020,"Summer",NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,1,NA,6,"July"
"953",2020-07-13,12.3,2020,"Summer",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,4,8,"July"
"954",2020-07-15,12.5,2020,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"July"
"955",2020-07-20,12.7,2020,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"July"
"956",2020-07-22,12.5,2020,"Summer",NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,3,"July"
"957",2020-07-24,12.6,2020,"Summer",NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,1,NA,9,"July"
"958",2020-07-27,12.5,2020,"Summer",NA,NA,NA,NA,6,NA,NA,NA,4,1,NA,NA,2,3,16,"July"
