"","Date_time","Mean Temperature","Year","Season","SUMMER.STEELHEAD_Hatchery","SUMMER.STEELHEAD_Wild","SUMMER.STEELHEAD_RM","SUMMER.STEELHEAD_LM","SPRING.CHINOOK_Hachery","SPRING.CHINOOK_Wild","SPRING.CHINOOK_RM","SPRING.CHINOOK_LM","Sockeye_NoMark","Sockeye_RM","Sockeye_LM","Fall.Chinook","Bull.Trout","Rainbow.Trout","Total"
"382",2016-05-06,12.6,2016,"Spring",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"383",2016-05-09,12.3,2016,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14
"384",2016-05-13,13.6,2016,"Spring",NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,5,8
"385",2016-05-16,13,2016,"Spring",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"386",2016-05-18,12.7,2016,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,8
"387",2016-05-20,12.7,2016,"Spring",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,8,12
"388",2016-05-23,13,2016,"Spring",NA,NA,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,7,16
"389",2016-05-25,13.4,2016,"Spring",NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,19
"390",2016-05-27,13.1,2016,"Spring",NA,NA,NA,NA,19,2,5,NA,NA,NA,NA,NA,NA,5,31
"391",2016-05-31,13.1,2016,"Spring",NA,NA,NA,NA,26,NA,4,NA,NA,NA,NA,NA,NA,18,48
"392",2016-06-01,13.2,2016,"Spring",NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA,9,26
"393",2016-06-03,13.6,2016,"Spring",NA,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,13,23
"394",2016-06-06,14,2016,"Spring",NA,NA,NA,NA,20,1,2,2,NA,NA,NA,NA,NA,34,59
"395",2016-06-08,13.9,2016,"Spring",NA,NA,NA,NA,49,1,5,1,NA,NA,NA,NA,NA,14,70
"396",2016-06-10,14.4,2016,"Spring",NA,NA,NA,NA,28,3,2,NA,NA,NA,NA,NA,NA,NA,33
"397",2016-06-13,14.1,2016,"Spring",NA,NA,NA,NA,47,1,2,NA,NA,NA,NA,NA,NA,32,82
"398",2016-06-15,13.6,2016,"Spring",NA,NA,NA,NA,23,4,3,NA,NA,NA,NA,NA,NA,39,69
"399",2016-06-17,13.2,2016,"Spring",NA,NA,NA,NA,26,NA,1,NA,NA,NA,NA,NA,NA,16,43
"400",2016-06-20,12.3,2016,"Spring",NA,NA,NA,NA,38,NA,3,1,NA,NA,NA,NA,NA,10,52
"401",2016-06-22,12.2,2016,"Summer",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,8,16
"402",2016-06-24,12.5,2016,"Summer",NA,NA,NA,NA,19,2,2,1,NA,NA,NA,NA,NA,1,25
"403",2016-06-27,13.1,2016,"Summer",NA,NA,NA,NA,18,2,2,NA,NA,NA,NA,NA,NA,12,34
"404",2016-06-29,13.2,2016,"Summer",NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,5,14
"405",2016-06-30,13.3,2016,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,10
"406",2016-07-05,13.9,2016,"Summer",NA,NA,NA,NA,82,2,6,1,NA,NA,NA,NA,NA,55,146
"407",2016-07-06,13.7,2016,"Summer",NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,2,12
"408",2016-07-08,13.8,2016,"Summer",NA,NA,NA,NA,31,5,1,1,NA,NA,NA,NA,NA,2,40
"409",2016-07-11,13.4,2016,"Summer",NA,NA,NA,NA,41,4,1,NA,3,NA,NA,NA,2,9,60
"410",2016-07-13,12.8,2016,"Summer",NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,5,11
"411",2016-07-15,12.4,2016,"Summer",NA,NA,NA,NA,11,NA,NA,NA,5,NA,NA,NA,1,2,19
"412",2016-07-18,12.3,2016,"Summer",NA,NA,NA,NA,23,3,NA,NA,4,NA,NA,NA,NA,NA,30
"413",2016-07-20,12.5,2016,"Summer",NA,NA,NA,NA,17,2,NA,1,10,NA,NA,NA,NA,2,32
"414",2016-07-22,13,2016,"Summer",NA,NA,NA,NA,2,1,NA,NA,6,NA,NA,NA,NA,NA,9
"415",2016-07-25,13.3,2016,"Summer",NA,NA,NA,NA,4,2,NA,NA,55,NA,NA,NA,NA,NA,61
"416",2016-07-27,13.4,2016,"Summer",NA,NA,NA,NA,18,5,NA,NA,32,NA,1,NA,NA,2,58
"417",2016-07-29,13.3,2016,"Summer",NA,NA,NA,NA,15,5,NA,NA,56,NA,NA,NA,NA,2,78
"418",2016-08-01,13.6,2016,"Summer",NA,NA,NA,NA,3,NA,1,NA,24,NA,1,NA,NA,NA,29
"419",2016-08-03,13.7,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,29,NA,NA,NA,NA,3,34
"420",2016-08-05,13.6,2016,"Summer",NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,5
"421",2016-08-08,12.9,2016,"Summer",NA,NA,NA,NA,29,3,NA,NA,70,NA,2,1,NA,1,106
"422",2016-08-10,12.8,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,12,NA,NA,NA,NA,3,17
"423",2016-08-12,13.2,2016,"Summer",NA,NA,NA,NA,13,NA,NA,NA,33,NA,1,NA,NA,1,48
"424",2016-08-15,13.4,2016,"Summer",NA,NA,NA,NA,5,NA,NA,NA,13,NA,NA,NA,NA,NA,18
"425",2016-08-17,13.4,2016,"Summer",NA,NA,NA,NA,6,3,NA,NA,18,NA,NA,NA,NA,2,29
"426",2016-08-19,13.6,2016,"Summer",NA,NA,NA,NA,11,2,NA,NA,9,NA,NA,NA,NA,NA,22
"427",2016-08-22,13.7,2016,"Summer",NA,NA,NA,NA,2,NA,NA,NA,15,NA,NA,NA,1,1,19
"428",2016-08-24,13.8,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,12
"429",2016-08-26,13.2,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1,19
"430",2016-08-29,13.1,2016,"Summer",NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,6
"431",2016-08-31,13.2,2016,"Summer",NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,7
"432",2016-09-02,13.1,2016,"Summer",NA,NA,NA,NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,6
"433",2016-09-07,13,2016,"Summer",NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,NA,NA,2,14
"434",2016-09-09,12.9,2016,"Summer",1,NA,NA,NA,1,NA,NA,NA,8,NA,NA,1,NA,1,12
"435",2016-09-12,12.9,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,10
"436",2016-09-14,13,2016,"Summer",1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,8
"437",2016-09-16,13,2016,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2
"438",2016-09-19,13,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,8
"439",2016-09-21,12.9,2016,"Summer",2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,6,11
"440",2016-09-23,12.8,2016,"Fall",4,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,4,14
"441",2016-09-27,13,2016,"Fall",10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,12
"442",2016-09-28,13,2016,"Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2016-09-30,12.9,2016,"Fall",9,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,NA,2,25
"444",2016-12-01,9.6,2016,"Fall",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,6,50
"445",2016-12-02,9.5,2016,"Fall",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,21
"446",2016-12-05,9.1,2016,"Fall",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,6,52
"447",2016-12-07,8.8,2016,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,17
"448",2016-12-12,8,2016,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,7,39
"449",2016-12-14,7.6,2016,"Fall",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,23
"450",2016-12-16,7.5,2016,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,8
"451",2016-12-19,7,2016,"Fall",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,3,36
"452",2016-12-21,6.9,2016,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,22
"453",2016-12-23,7.2,2016,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,16
"454",2016-12-28,7,2016,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,12,79
"455",2016-12-30,7,2016,"Winter",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,31
"456",2017-01-05,6,2017,"Winter",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9,56
"457",2017-01-11,5.4,2017,"Winter",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,24
"458",2017-01-13,5.5,2017,"Winter",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,34
"459",2017-01-16,5,2017,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,20
"460",2017-01-18,5.1,2017,"Winter",37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40
"461",2017-01-20,5.3,2017,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16
"462",2017-01-23,5.5,2017,"Winter",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,92
"463",2017-01-25,5.6,2017,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,53
"464",2017-01-27,5.8,2017,"Winter",56,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,71
"465",2017-01-30,5.8,2017,"Winter",110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,128
"466",2017-02-01,5.4,2017,"Winter",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19
"467",2017-02-03,5.6,2017,"Winter",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,45
"468",2017-02-06,5.4,2017,"Winter",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,34
"469",2017-02-08,5.6,2017,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25
"470",2017-02-10,5.9,2017,"Winter",106,3,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,14,127
"471",2017-02-13,5.7,2017,"Winter",104,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,143
"472",2017-02-15,6,2017,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26
"473",2017-02-17,5.9,2017,"Winter",29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,43
"474",2017-02-20,6.6,2017,"Winter",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,109
"475",2017-02-22,6.5,2017,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,46
"476",2017-02-24,6.5,2017,"Winter",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,76
"477",2017-02-27,6,2017,"Winter",20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17,40
"478",2017-03-01,6.2,2017,"Winter",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14
"479",2017-03-03,6.3,2017,"Winter",15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25
"480",2017-03-05,6.3,2017,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24
"481",2017-03-07,6.2,2017,"Winter",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12
"482",2017-03-10,7.1,2017,"Winter",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"483",2017-03-13,7.3,2017,"Winter",26,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,44
"484",2017-03-15,7.5,2017,"Winter",32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,49
"485",2017-03-17,7.6,2017,"Winter",35,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,60
"486",2017-03-20,7.6,2017,"Spring",21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,37
"487",2017-03-22,7.1,2017,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27
"488",2017-03-24,7.5,2017,"Spring",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,25
"489",2017-03-27,7.8,2017,"Spring",6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30
"490",2017-03-28,7.7,2017,"Spring",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19
"491",2017-03-31,8.1,2017,"Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13
"492",2017-04-03,8.1,2017,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21
"493",2017-04-05,8.6,2017,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"494",2017-04-07,9,2017,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6
"495",2017-04-10,9.3,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11
"496",2017-04-14,9.2,2017,"Spring",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8
"497",2017-04-17,9.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"498",2017-04-21,10.1,2017,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12
"499",2017-04-24,10.1,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11
"500",2017-04-28,10.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"501",2017-05-01,10.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"502",2017-05-05,11.2,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"503",2017-05-15,12.4,2017,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
"504",2017-05-17,12.5,2017,"Spring",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6
"505",2017-05-19,12.7,2017,"Spring",NA,NA,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,5,25
"506",2017-05-22,12.5,2017,"Spring",NA,NA,NA,NA,27,1,NA,1,NA,NA,NA,NA,NA,1,30
"507",2017-05-25,12.8,2017,"Spring",NA,NA,NA,NA,65,NA,NA,1,NA,NA,NA,NA,NA,1,67
"508",2017-05-26,12.8,2017,"Spring",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,7
"509",2017-05-30,13.7,2017,"Spring",NA,NA,NA,NA,99,1,NA,NA,NA,NA,NA,NA,NA,9,109
"510",2017-05-31,13.6,2017,"Spring",NA,NA,NA,NA,97,4,1,1,NA,NA,NA,NA,NA,9,112
"511",2017-06-01,13.7,2017,"Spring",NA,NA,NA,NA,107,NA,NA,2,NA,NA,NA,NA,NA,20,129
"512",2017-06-02,13.6,2017,"Spring",NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,4,46
"513",2017-06-06,13,2017,"Spring",NA,NA,NA,NA,292,3,5,NA,NA,NA,NA,NA,NA,12,312
"514",2017-06-08,13.2,2017,"Spring",NA,NA,NA,NA,284,4,2,3,NA,NA,NA,NA,NA,6,299
"515",2017-06-09,13.3,2017,"Spring",NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,13,82
"516",2017-06-12,12.8,2017,"Spring",NA,NA,NA,NA,203,2,2,NA,NA,NA,NA,NA,NA,4,211
"517",2017-06-13,12.5,2017,"Spring",NA,NA,NA,NA,81,1,NA,NA,NA,NA,NA,NA,NA,8,90
"518",2017-06-14,12.6,2017,"Spring",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,5,32
"519",2017-06-16,12.7,2017,"Spring",NA,NA,NA,NA,87,2,NA,1,NA,NA,NA,NA,NA,17,107
"520",2017-06-19,13.2,2017,"Spring",NA,NA,NA,NA,122,2,NA,NA,NA,NA,NA,NA,NA,5,129
"521",2017-06-21,13.2,2017,"Summer",NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,7,84
"522",2017-06-23,13.4,2017,"Summer",NA,NA,NA,NA,56,3,NA,NA,NA,NA,NA,NA,NA,15,74
"523",2017-06-26,13.7,2017,"Summer",NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,6,151
"524",2017-06-27,14,2017,"Summer",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,5,55
"525",2017-06-28,14.3,2017,"Summer",NA,NA,NA,NA,38,2,NA,1,NA,NA,NA,NA,NA,6,47
"526",2017-06-30,14.3,2017,"Summer",NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,3,84
"527",2017-07-03,14.2,2017,"Summer",NA,NA,NA,NA,136,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",2017-07-05,14.4,2017,"Summer",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,9,45
"529",2017-07-07,14.9,2017,"Summer",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,5,31
"530",2017-07-10,14.8,2017,"Summer",NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,12,58
"531",2017-07-12,14.4,2017,"Summer",NA,NA,NA,NA,36,3,NA,NA,NA,NA,NA,NA,NA,5,44
"532",2017-07-14,14.5,2017,"Summer",NA,NA,NA,NA,29,NA,NA,NA,1,NA,NA,NA,NA,5,35
"533",2017-07-17,14.4,2017,"Summer",NA,NA,NA,NA,32,NA,NA,NA,2,NA,NA,NA,NA,1,35
"534",2017-07-19,14.3,2017,"Summer",NA,NA,NA,NA,15,NA,NA,NA,2,NA,NA,1,NA,3,21
"535",2017-07-21,14.5,2017,"Summer",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,10
"536",2017-07-24,14.5,2017,"Summer",NA,NA,NA,NA,26,1,NA,NA,1,1,NA,NA,NA,5,34
"537",2017-07-26,14.3,2017,"Summer",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,4,17
"538",2017-07-28,14.6,2017,"Summer",NA,NA,NA,NA,5,1,NA,NA,1,NA,NA,NA,NA,2,9
"539",2017-07-31,14.4,2017,"Summer",NA,NA,NA,NA,14,1,NA,NA,3,2,NA,2,NA,3,25
"540",2017-08-02,14.3,2017,"Summer",NA,NA,NA,NA,10,NA,NA,NA,1,1,NA,NA,NA,NA,12
"541",2017-08-04,14.3,2017,"Summer",NA,NA,NA,NA,3,1,NA,NA,2,2,NA,NA,NA,1,9
"542",2017-08-07,14.8,2017,"Summer",NA,NA,NA,NA,9,NA,NA,NA,7,1,NA,NA,NA,1,18
"543",2017-08-09,14.7,2017,"Summer",NA,NA,NA,NA,7,NA,NA,NA,7,2,NA,NA,NA,1,17
"544",2017-08-11,14.7,2017,"Summer",NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,3,10
"545",2017-08-14,13.6,2017,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"546",2017-08-16,12.7,2017,"Summer",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,3
"547",2017-08-18,12.7,2017,"Summer",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3
"548",2017-08-22,12.4,2017,"Summer",1,NA,NA,NA,7,1,NA,NA,1,NA,NA,NA,NA,NA,10
"549",2017-08-23,12.4,2017,"Summer",1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"550",2017-08-25,12.4,2017,"Summer",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,5
"551",2017-08-28,12.4,2017,"Summer",NA,NA,NA,NA,6,1,NA,NA,3,NA,NA,1,NA,NA,11
"552",2017-08-30,12.4,2017,"Summer",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3
"553",2017-09-01,12.3,2017,"Summer",NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5
"554",2017-09-06,12.5,2017,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,5
"555",2017-09-08,12.6,2017,"Summer",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3
"556",2017-09-11,12.5,2017,"Summer",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3
"557",2017-09-14,12.6,2017,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3
"558",2017-09-15,12.6,2017,"Summer",2,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,6
"559",2017-09-18,12.6,2017,"Summer",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3
"560",2017-09-20,12.5,2017,"Summer",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"561",2017-09-22,12.5,2017,"Fall",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"562",2017-09-25,12.4,2017,"Fall",10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13
"563",2017-09-27,12.5,2017,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"564",2017-09-29,12.4,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"565",2017-10-02,12.4,2017,"Fall",12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,20
"566",2017-10-04,12.3,2017,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6
"567",2017-10-06,12.2,2017,"Fall",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8
"568",2017-10-09,12,2017,"Fall",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,28
"569",2017-10-11,11.9,2017,"Fall",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12
"570",2017-10-13,11.6,2017,"Fall",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"571",2017-10-16,11.4,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9
"572",2017-10-18,11.5,2017,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13
